partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Notodden  Arbeidarparti;8;807;Kommune;2011;1874;32,4;13;2013;1 320,00;22 675,40;23 995,40
Notodden Framstegsparti;8;807;Kommune;2011;588;10,2;4;2013;1 320,00;7 114,80;8 434,80
Notodden Høgre;8;807;Kommune;2011;1059;18,3;8;2013;1 320,00;12 813,90;14 133,90
Notodden KrF;8;807;Kommune;2011;625;10,8;5;2013;1 320,00;7 562,50;8 882,50
Solidaritetslista;8;807;Kommune;2011;691;12;5;2013;1 320,00;8 361,10;9 681,10
Notodden Senterparti;8;807;Kommune;2011;340;5,9;2;2013;1 320,00;4 114,00;5 434,00
NOTODDEN VENSTRE;8;807;Kommune;2011;533;9,2;4;2013;1 320,00;6 449,30;7 769,30
Siljan  Arbeiderparti;8;811;Kommune;2011;667;59,4;10;2013;1 320,00;8 070,70;9 390,70
Siljan Senterparti;8;811;Kommune;2011;103;9,2;2;2013;1 320,00;1 246,30;2 566,30
Siljan Sv;8;811;Kommune;2011;67;6;1;2013;1 320,00;810,70;2 130,70
Bamble  Arbeiderparti;8;814;Kommune;2011;2413;36;12;2013;1 320,00;29 197,30;30 517,30
Bamble Fremskrittsparti;8;814;Kommune;2011;2171;32,3;11;2013;1 320,00;26 269,10;27 589,10
Bamble Høyre;8;814;Kommune;2011;945;14,1;5;2013;1 320,00;11 434,50;12 754,50
Rødt Bamble;8;814;Kommune;2011;221;3,3;1;2013;1 320,00;2 674,10;3 994,10
Bamble Senterparti;8;814;Kommune;2011;274;4,1;1;2013;1 320,00;3 315,40;4 635,40
BAMBLE VENSTRE;8;814;Kommune;2011;229;3,4;1;2013;1 320,00;2 770,90;4 090,90
Kragerø  Arbeiderparti;8;815;Kommune;2011;1848;34;12;2013;1 320,00;22 360,80;23 680,80
Kragerø Fremskrittsparti;8;815;Kommune;2011;552;10,1;4;2013;1 320,00;6 679,20;7 999,20
Kragerø Høyre;8;815;Kommune;2011;1636;30,1;10;2013;1 320,00;19 795,60;21 115,60
Rødt Kragerø;8;815;Kommune;2011;397;7,3;3;2013;1 320,00;4 803,70;6 123,70
Kragerø Senterparti;8;815;Kommune;2011;140;2,6;1;2013;1 320,00;1 694,00;3 014,00
Kragerø Sv;8;815;Kommune;2011;220;4;1;2013;1 320,00;2 662,00;3 982,00
KRAGERØ VENSTRE;8;815;Kommune;2011;294;5,4;2;2013;1 320,00;3 557,40;4 877,40
Drangedal  Arbeidarparti;8;817;Kommune;2011;998;47,7;10;2013;1 320,00;12 075,80;13 395,80
Drangedal Framstegsparti;8;817;Kommune;2011;157;7,5;2;2013;1 320,00;1 899,70;3 219,70
Drangedal Høgre;8;817;Kommune;2011;248;11,8;2;2013;1 320,00;3 000,80;4 320,80
Drangedal Senterparti;8;817;Kommune;2011;249;11,9;2;2013;1 320,00;3 012,90;4 332,90
DRANGEDAL VENSTRE;8;817;Kommune;2011;194;9,3;2;2013;1 320,00;2 347,40;3 667,40
Nome  Arbeiderparti;8;819;Kommune;2011;1350;41;12;2013;1 320,00;16 335,00;17 655,00
Nome Fremskrittsparti;8;819;Kommune;2011;392;11,9;3;2013;1 320,00;4 743,20;6 063,20
Nome Høyre;8;819;Kommune;2011;485;14,7;4;2013;1 320,00;5 868,50;7 188,50
Nome KrF;8;819;Kommune;2011;177;5,4;2;2013;1 320,00;2 141,70;3 461,70
Nome Senterparti;8;819;Kommune;2011;670;20,4;6;2013;1 320,00;8 107,00;9 427,00
Nome Sv;8;819;Kommune;2011;101;3,1;1;2013;1 320,00;1 222,10;2 542,10
NOME VENSTRE;8;819;Kommune;2011;116;3,5;1;2013;1 320,00;1 403,60;2 723,60
Bø  Arbeidarparti;8;821;Kommune;2011;530;19,2;5;2013;1 320,00;6 413,00;7 733,00
Bø Framstegsparti;8;821;Kommune;2011;224;8,1;2;2013;1 320,00;2 710,40;4 030,40
Bø Høgre;8;821;Kommune;2011;329;11,9;3;2013;1 320,00;3 980,90;5 300,90
Bø KrF;8;821;Kommune;2011;269;9,7;2;2013;1 320,00;3 254,90;4 574,90
Bø Senterparti;8;821;Kommune;2011;222;8;2;2013;1 320,00;2 686,20;4 006,20
Bø Sv;8;821;Kommune;2011;168;6,1;2;2013;1 320,00;2 032,80;3 352,80
BØ VENSTRE;8;821;Kommune;2011;1023;37;9;2013;1 320,00;12 378,30;13 698,30
Sauherad  Arbeidarparti;8;822;Kommune;2011;598;29,1;8;2013;1 320,00;7 235,80;8 555,80
Sauherad Framstegsparti;8;822;Kommune;2011;206;10;3;2013;1 320,00;2 492,60;3 812,60
Sauherad Høgre;8;822;Kommune;2011;287;14;4;2013;1 320,00;3 472,70;4 792,70
Sauherad KrF;8;822;Kommune;2011;445;21,7;6;2013;1 320,00;5 384,50;6 704,50
Sauherad Senterparti;8;822;Kommune;2011;320;15,6;5;2013;1 320,00;3 872,00;5 192,00
Sauherad Sv;8;822;Kommune;2011;95;4,6;1;2013;1 320,00;1 149,50;2 469,50
SAUHERAD VENSTRE;8;822;Kommune;2011;104;5,1;2;2013;1 320,00;1 258,40;2 578,40
Tinn  Arbeidarparti;8;826;Kommune;2011;1151;38,3;11;2013;1 320,00;13 927,10;15 247,10
Tinn Framstegsparti;8;826;Kommune;2011;252;8,4;2;2013;1 320,00;3 049,20;4 369,20
Tinn Høgre;8;826;Kommune;2011;824;27,4;8;2013;1 320,00;9 970,40;11 290,40
Tinn KrF;8;826;Kommune;2011;80;2,7;1;2013;1 320,00;968,00;2 288,00
Tinn Senterparti;8;826;Kommune;2011;320;10,7;3;2013;1 320,00;3 872,00;5 192,00
Tinn Sv;8;826;Kommune;2011;199;6,6;2;2013;1 320,00;2 407,90;3 727,90
Hjartdal  Arbeidarparti;8;827;Kommune;2011;601;66,2;11;2013;1 320,00;7 272,10;8 592,10
Hjartdal KrF;8;827;Kommune;2011;130;14,3;2;2013;1 320,00;1 573,00;2 893,00
Hjartdal Senterparti;8;827;Kommune;2011;177;19,5;4;2013;1 320,00;2 141,70;3 461,70
Seljord  Arbeidarparti;8;828;Kommune;2011;304;20,7;4;2013;1 320,00;3 678,40;4 998,40
Seljord Framstegsparti;8;828;Kommune;2011;128;8,7;2;2013;1 320,00;1 548,80;2 868,80
Seljord Høgre;8;828;Kommune;2011;562;38,3;8;2013;1 320,00;6 800,20;8 120,20
Seljord KrF;8;828;Kommune;2011;176;12;3;2013;1 320,00;2 129,60;3 449,60
Seljord Senterparti;8;828;Kommune;2011;145;9,9;2;2013;1 320,00;1 754,50;3 074,50
SELJORD VENSTRE;8;828;Kommune;2011;83;5,7;1;2013;1 320,00;1 004,30;2 324,30
Kviteseid  Arbeidarparti;8;829;Kommune;2011;413;34,3;7;2013;1 320,00;4 997,30;6 317,30
Kviteseid Høgre;8;829;Kommune;2011;159;13,2;3;2013;1 320,00;1 923,90;3 243,90
Kviteseid KrF;8;829;Kommune;2011;147;12,2;2;2013;1 320,00;1 778,70;3 098,70
Kviteseid Senterparti;8;829;Kommune;2011;396;32,9;7;2013;1 320,00;4 791,60;6 111,60
KVITESEID VENSTRE;8;829;Kommune;2011;90;7,5;2;2013;1 320,00;1 089,00;2 409,00
Nissedal  Arbeidarparti;8;830;Kommune;2011;263;30,5;5;2013;1 320,00;3 182,30;4 502,30
Nissedal Framstegsparti;8;830;Kommune;2011;95;11;2;2013;1 320,00;1 149,50;2 469,50
Nissedal KrF;8;830;Kommune;2011;175;20,3;3;2013;1 320,00;2 117,50;3 437,50
Nissedal Senterparti;8;830;Kommune;2011;243;28,2;5;2013;1 320,00;2 940,30;4 260,30
Fyresdal  Arbeidarparti;8;831;Kommune;2011;418;57,9;7;2013;1 320,00;5 057,80;6 377,80
Fyresdal Senterparti;8;831;Kommune;2011;170;23,5;3;2013;1 320,00;2 057,00;3 377,00
Tokke  Arbeidarparti;8;833;Kommune;2011;602;45,7;10;2013;1 320,00;7 284,20;8 604,20
Tokke Framstegsparti;8;833;Kommune;2011;56;4,3;1;2013;1 320,00;677,60;1 997,60
Tokke Høgre;8;833;Kommune;2011;185;14,1;3;2013;1 320,00;2 238,50;3 558,50
Tokke KrF;8;833;Kommune;2011;68;5,2;1;2013;1 320,00;822,80;2 142,80
Tokke Senterparti;8;833;Kommune;2011;405;30,8;6;2013;1 320,00;4 900,50;6 220,50
Vinje  Arbeidarparti;8;834;Kommune;2011;465;25,3;7;2013;1 320,00;5 626,50;6 946,50
Vinje Framstegsparti;8;834;Kommune;2011;149;8,1;2;2013;1 320,00;1 802,90;3 122,90
Vinje Høgre;8;834;Kommune;2011;231;12,5;3;2013;1 320,00;2 795,10;4 115,10
Vinje KrF;8;834;Kommune;2011;99;5,4;1;2013;1 320,00;1 197,90;2 517,90
Vinje Senterparti;8;834;Kommune;2011;388;21,1;5;2013;1 320,00;4 694,80;6 014,80
Vinje Sv;8;834;Kommune;2011;445;24,2;6;2013;1 320,00;5 384,50;6 704,50
VINJE VENSTRE;8;834;Kommune;2011;64;3,5;1;2013;1 320,00;774,40;2 094,40
Aust-Agder Arbeiderparti;9;900;Fylke;2011;13071;26,8;10;2013;48 107,00;367 295,10;415 402,10
Aust-Agder AUF;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;116 070,48;116 070,48
Demokratene;9;900;Fylke;2011;145;0,3;0;2013;0,00;4 074,50;4 074,50
Aust-Agder Fremskrittpartis Ungdom;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;59 247,36;59 247,36
Aust-Agder Fremskrittsparti;9;900;Fylke;2011;6672;13,7;5;2013;48 107,00;187 483,20;235 590,20
Aust-Agder Unge Høyre;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;113 823,84;113 823,84
Aust-Agder Høyre;9;900;Fylke;2011;12818;26,3;10;2013;48 107,00;360 185,80;408 292,80
Aust-Agder Kristelig Folkepartis Ungdom;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;52 027,92;52 027,92
Aust-Agder Kristelig Folkeparti;9;900;Fylke;2011;5859;12;4;2013;48 107,00;164 637,90;212 744,90
Miljøpartiet De Grønne;9;900;Fylke;2011;329;0,7;0;2013;0,00;9 244,90;9 244,90
Pensjonistpartiet Aust-Agder;9;900;Fylke;2011;1147;2,4;1;2013;48 107,00;32 230,70;80 337,70
Rødt i Aust-Agder;9;900;Fylke;2011;586;1,2;0;2013;0,00;16 466,60;16 466,60
Aust-Agder Rød Ungdom;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;5 203,68;5 203,68
Aust-Agder Senterungdom;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;26 737,68;26 737,68
Aust-Agder Senterparti;9;900;Fylke;2011;3011;6,2;2;2013;48 107,00;84 609,10;132 716,10
Aust-Agder SU;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;17 102,88;17 102,88
Aust-Agder Sv;9;900;Fylke;2011;1926;4;1;2013;48 107,00;54 120,60;102 227,60
AUST-AGDER VENSTRE;9;900;Fylke;2011;3075;6,3;2;2013;48 107,00;86 407,50;134 514,50
AUST-AGDER UNGE VENSTRE;9;900;FylkesUngdom;2011;0;0;0;2013;0,00;27 306,00;27 306,00
Risør  Arbeiderparti;9;901;Kommune;2011;1326;37,3;11;2013;1 320,00;16 044,60;17 364,60
Risør Fremskrittsparti;9;901;Kommune;2011;257;7,2;2;2013;1 320,00;3 109,70;4 429,70
Risør Høyre;9;901;Kommune;2011;681;19,1;5;2013;1 320,00;8 240,10;9 560,10
Risør KrF;9;901;Kommune;2011;243;6,8;2;2013;1 320,00;2 940,30;4 260,30
Rødt Risør;9;901;Kommune;2011;439;12,3;4;2013;1 320,00;5 311,90;6 631,90
Risør Senterparti;9;901;Kommune;2011;92;2,6;1;2013;1 320,00;1 113,20;2 433,20
RISØR VENSTRE;9;901;Kommune;2011;477;13,4;4;2013;1 320,00;5 771,70;7 091,70
Grimstad  Arbeiderparti;9;904;Kommune;2011;2480;24,8;9;2013;1 320,00;30 008,00;31 328,00
Grimstad Fremskrittsparti;9;904;Kommune;2011;1838;18,4;6;2013;1 320,00;22 239,80;23 559,80
Grimstad Høyre;9;904;Kommune;2011;1376;13,8;5;2013;1 320,00;16 649,60;17 969,60
Grimstad KrF;9;904;Kommune;2011;1418;14,2;5;2013;1 320,00;17 157,80;18 477,80
Grimstad Senterparti;9;904;Kommune;2011;442;4,4;2;2013;1 320,00;5 348,20;6 668,20
Grimstad Sv;9;904;Kommune;2011;287;2,9;1;2013;1 320,00;3 472,70;4 792,70
GRIMSTAD VENSTRE;9;904;Kommune;2011;1999;20;7;2013;1 320,00;24 187,90;25 507,90
Arendal  Arbeiderparti;9;906;Kommune;2011;4687;23,6;9;2013;1 320,00;56 712,70;58 032,70
Arendal Fremskrittsparti;9;906;Kommune;2011;2948;14,8;6;2013;1 320,00;35 670,80;36 990,80
Arendal Høyre;9;906;Kommune;2011;6192;31,1;12;2013;1 320,00;74 923,20;76 243,20
Arendal KrF;9;906;Kommune;2011;1498;7,5;3;2013;1 320,00;18 125,80;19 445,80
Arendal Pensjonistparti;9;906;Kommune;2011;1169;5,9;2;2013;1 320,00;14 144,90;15 464,90
Arendal Senterparti;9;906;Kommune;2011;598;3;1;2013;1 320,00;7 235,80;8 555,80
Arendal Sv;9;906;Kommune;2011;1303;6,6;3;2013;1 320,00;15 766,30;17 086,30
ARENDAL VENSTRE;9;906;Kommune;2011;1360;6,8;3;2013;1 320,00;16 456,00;17 776,00
Gjerstad  Arbeidarparti;9;911;Kommune;2011;393;30,1;6;2013;1 320,00;4 755,30;6 075,30
Gjerstad Framstegsparti;9;911;Kommune;2011;103;7,9;2;2013;1 320,00;1 246,30;2 566,30
Gjerstad Høgre;9;911;Kommune;2011;371;28,4;6;2013;1 320,00;4 489,10;5 809,10
Gjerstad KrF;9;911;Kommune;2011;73;5,6;1;2013;1 320,00;883,30;2 203,30
Gjerstad Senterparti;9;911;Kommune;2011;305;23,3;5;2013;1 320,00;3 690,50;5 010,50
GJERSTAD VENSTRE;9;911;Kommune;2011;62;4,7;1;2013;1 320,00;750,20;2 070,20
Vegårshei  Arbeiderparti;9;912;Kommune;2011;331;28,9;6;2013;1 320,00;4 005,10;5 325,10
Vegårshei Fremskrittsparti;9;912;Kommune;2011;76;6,6;1;2013;1 320,00;919,60;2 239,60
Vegårshei Høyre;9;912;Kommune;2011;262;22,9;5;2013;1 320,00;3 170,20;4 490,20
Vegårshei KrF;9;912;Kommune;2011;241;21,1;5;2013;1 320,00;2 916,10;4 236,10
Vegårshei Senterparti;9;912;Kommune;2011;200;17,5;4;2013;1 320,00;2 420,00;3 740,00
VEGÅRSHEI VENSTRE;9;912;Kommune;2011;34;3;0;2013;0,00;411,40;411,40
Tvedestrand  Arb.parti;9;914;Kommune;2011;748;24,6;6;2013;1 320,00;9 050,80;10 370,80
Tvedestrand Fremskrittsparti;9;914;Kommune;2011;145;4,8;1;2013;1 320,00;1 754,50;3 074,50
Tvedestrand Høyre;9;914;Kommune;2011;468;15,4;4;2013;1 320,00;5 662,80;6 982,80
Tvedestrand KrF;9;914;Kommune;2011;277;9,1;2;2013;1 320,00;3 351,70;4 671,70
Tvedestrand Senterparti;9;914;Kommune;2011;322;10,6;3;2013;1 320,00;3 896,20;5 216,20
TVEDESTRAND VENSTRE;9;914;Kommune;2011;160;5,3;1;2013;1 320,00;1 936,00;3 256,00
Froland  Arbeiderparti;9;919;Kommune;2011;457;19,2;4;2013;1 320,00;5 529,70;6 849,70
Froland Fremskrittsparti;9;919;Kommune;2011;339;14,2;3;2013;1 320,00;4 101,90;5 421,90
Froland Høyre;9;919;Kommune;2011;205;8,6;2;2013;1 320,00;2 480,50;3 800,50
Froland KrF;9;919;Kommune;2011;575;24,1;4;2013;1 320,00;6 957,50;8 277,50
Froland Senterparti;9;919;Kommune;2011;731;30,6;6;2013;1 320,00;8 845,10;10 165,10
Lillesand  Arbeiderparti;9;926;Kommune;2011;817;16,6;5;2013;1 320,00;9 885,70;11 205,70
Lillesand Fremskrittsparti;9;926;Kommune;2011;369;7,5;2;2013;1 320,00;4 464,90;5 784,90
Lillesand Høyre;9;926;Kommune;2011;2342;47,6;13;2013;1 320,00;28 338,20;29 658,20
Lillesand KrF;9;926;Kommune;2011;439;8,9;2;2013;1 320,00;5 311,90;6 631,90
Miljøpartiet De Grønne Lillesand;9;926;Kommune;2011;63;1,3;0;2013;0,00;762,30;762,30
Lillesand Pensjonistparti;9;926;Kommune;2011;175;3,6;1;2013;1 320,00;2 117,50;3 437,50
Lillesand Senterparti;9;926;Kommune;2011;135;2,7;1;2013;1 320,00;1 633,50;2 953,50
Lillesand Sv;9;926;Kommune;2011;194;3,9;1;2013;1 320,00;2 347,40;3 667,40
LILLESAND VENSTRE;9;926;Kommune;2011;388;7,9;2;2013;1 320,00;4 694,80;6 014,80
Birkenes  Arbeiderparti;9;928;Kommune;2011;388;17,6;4;2013;1 320,00;4 694,80;6 014,80
Birkenes Fremskrittsparti;9;928;Kommune;2011;194;8,8;2;2013;1 320,00;2 347,40;3 667,40
Birkenes Høyre;9;928;Kommune;2011;853;38,6;8;2013;1 320,00;10 321,30;11 641,30
Birkenes KrF;9;928;Kommune;2011;418;18,9;4;2013;1 320,00;5 057,80;6 377,80
Birkenes Senterparti;9;928;Kommune;2011;229;10,4;2;2013;1 320,00;2 770,90;4 090,90
Birkenes Sv;9;928;Kommune;2011;70;3,2;1;2013;1 320,00;847,00;2 167,00
BIRKENES VENSTRE;9;928;Kommune;2011;55;2,5;0;2013;0,00;665,50;665,50
Åmli  Arbeidarparti;9;929;Kommune;2011;329;33;6;2013;1 320,00;3 980,90;5 300,90
Åmli Framstegsparti;9;929;Kommune;2011;87;8,7;1;2013;1 320,00;1 052,70;2 372,70
Åmli Høgre;9;929;Kommune;2011;186;18,7;3;2013;1 320,00;2 250,60;3 570,60
Åmli KrF;9;929;Kommune;2011;149;14,9;3;2013;1 320,00;1 802,90;3 122,90
Åmli Senterparti;9;929;Kommune;2011;246;24,7;4;2013;1 320,00;2 976,60;4 296,60
Iveland  Arbeiderparti;9;935;Kommune;2011;110;16,1;3;2013;1 320,00;1 331,00;2 651,00
Iveland Fremskrittsparti;9;935;Kommune;2011;64;9,3;2;2013;1 320,00;774,40;2 094,40
Iveland Høyre;9;935;Kommune;2011;86;12,6;2;2013;1 320,00;1 040,60;2 360,60
Iveland KrF;9;935;Kommune;2011;113;16,5;3;2013;1 320,00;1 367,30;2 687,30
Iveland Senterparti;9;935;Kommune;2011;230;33,6;5;2013;1 320,00;2 783,00;4 103,00
IVELAND VENSTRE;9;935;Kommune;2011;82;12;2;2013;1 320,00;992,20;2 312,20
Evje/Hornes  Arb.Parti.;9;937;Kommune;2011;445;27,1;6;2013;1 320,00;5 384,50;6 704,50
Evje og Hornnes Framstegsparti;9;937;Kommune;2011;101;6,1;1;2013;1 320,00;1 222,10;2 542,10
Evje og Hornnes Høgre;9;937;Kommune;2011;282;17,2;4;2013;1 320,00;3 412,20;4 732,20
Evje og Hornnes KrF;9;937;Kommune;2011;554;33,7;7;2013;1 320,00;6 703,40;8 023,40
Evje og Hornnes Senterparti;9;937;Kommune;2011;148;9;2;2013;1 320,00;1 790,80;3 110,80
Bygland  Arbeidarparti;9;938;Kommune;2011;138;20;3;2013;1 320,00;1 669,80;2 989,80
Fellesliste for Høgre og Venstre;9;938;Kommune;2011;117;16,9;3;2013;1 320,00;1 415,70;2 735,70
Bygland Senterparti;9;938;Kommune;2011;254;36,8;5;2013;1 320,00;3 073,40;4 393,40
Valle  Arbeidarparti;9;940;Kommune;2011;196;27,3;4;2013;1 320,00;2 371,60;3 691,60
Valle Høgre;9;940;Kommune;2011;158;22;3;2013;1 320,00;1 911,80;3 231,80
Valle KrF;9;940;Kommune;2011;37;5,2;1;2013;1 320,00;447,70;1 767,70
Valle Senterparti;9;940;Kommune;2011;288;40,1;6;2013;1 320,00;3 484,80;4 804,80
VALLE VENSTRE;9;940;Kommune;2011;39;5,4;1;2013;1 320,00;471,90;1 791,90
Bykle  Arbeidarparti;9;941;Kommune;2011;200;39,4;5;2013;1 320,00;2 420,00;3 740,00
Bykle Framstegsparti;9;941;Kommune;2011;35;6,9;1;2013;1 320,00;423,50;1 743,50
Bykle Senterparti;9;941;Kommune;2011;70;13,8;2;2013;1 320,00;847,00;2 167,00
BYKLE VENSTRE;9;941;Kommune;2011;48;9,5;1;2013;1 320,00;580,80;1 900,80
Vest-Agder Arbeiderparti;10;1000;Fylke;2011;17740;23,5;8;2013;48 107,00;498 494,00;546 601,00
Vest-Agder AUF;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;157 531,20;157 531,20
Demokratene i Vest-Agder;10;1000;Fylke;2011;1556;2,1;1;2013;48 107,00;43 723,60;91 830,60
Vest-Agder Fremskrittpartis Ungdom;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;95 362,32;95 362,32
Vest-Agder Fremskrittsparti;10;1000;Fylke;2011;10739;14,2;5;2013;48 107,00;301 765,90;349 872,90
Vest-Agder Unge Høyre;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;165 114,72;165 114,72
Vest-Agder Høyre;10;1000;Fylke;2011;18594;24,6;9;2013;48 107,00;522 491,40;570 598,40
Vest-Agder Kristelig Folkepartis Ungdom;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;126 646,56;126 646,56
Vest-Agder Kristelig Folkeparti;10;1000;Fylke;2011;14262;18,9;7;2013;48 107,00;400 762,20;448 869,20
Kystpartiet i Vest-Agder;10;1000;Fylke;2011;114;0,2;0;2013;0,00;3 203,40;3 203,40
Miljøpartiet De Grønne i Vest-Agder;10;1000;Fylke;2011;1226;1,6;0;2013;0,00;34 450,60;34 450,60
Norges Kommunistiske Parti;10;1000;Fylke;2011;107;0;0;2013;0,00;3 006,70;3 006,70
Pensjonistpartiet Vest-Agder fylke;10;1000;Fylke;2011;1520;2;0;2013;0,00;42 712,00;42 712,00
Rødt i Vest-Agder;10;1000;Fylke;2011;658;0,9;0;2013;0,00;18 489,80;18 489,80
Vest-Agder Rød Ungdom;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;5 843,04;5 843,04
Vest-Agder Senterungdom;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;31 204,32;31 204,32
Vest-Agder Senterparti;10;1000;Fylke;2011;3514;4,6;2;2013;48 107,00;98 743,40;146 850,40
Vest-Agder SU;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;18 727,92;18 727,92
Vest-Agder Sv;10;1000;Fylke;2011;2109;2,8;1;2013;48 107,00;59 262,90;107 369,90
VEST-AGDER VENSTRE;10;1000;Fylke;2011;3438;4,5;2;2013;48 107,00;96 607,80;144 714,80
VEST-AGDER UNGE VENSTRE;10;1000;FylkesUngdom;2011;0;0;0;2013;0,00;30 529,44;30 529,44
Kristiansand Arb.Parti;10;1001;Kommune;2011;10184;26,4;14;2013;1 320,00;123 226,40;124 546,40
Demokratene Kristiansand;10;1001;Kommune;2011;1477;3,8;2;2013;1 320,00;17 871,70;19 191,70
Kristiansand Fremskrittsparti;10;1001;Kommune;2011;4369;11,3;6;2013;1 320,00;52 864,90;54 184,90
Kristiansand Høyre;10;1001;Kommune;2011;10220;26,5;14;2013;1 320,00;123 662,00;124 982,00
Kristiansand KrF;10;1001;Kommune;2011;6378;16,5;9;2013;1 320,00;77 173,80;78 493,80
Miljøpartiet De Grønne;10;1001;Kommune;2011;817;2,1;1;2013;1 320,00;9 885,70;11 205,70
Kristiansand Pensjonistparti;10;1001;Kommune;2011;1293;3,3;2;2013;1 320,00;15 645,30;16 965,30
Kristiansand Rødt;10;1001;Kommune;2011;618;1,6;1;2013;1 320,00;7 477,80;8 797,80
Kristiansand Senterparti;10;1001;Kommune;2011;281;0,7;0;2013;0,00;3 400,10;3 400,10
Kristiansand Sv;10;1001;Kommune;2011;1082;2,8;1;2013;1 320,00;13 092,20;14 412,20
KRISTIANSAND VENSTRE;10;1001;Kommune;2011;1883;4,9;3;2013;1 320,00;22 784,30;24 104,30
Mandal  Arbeiderparti;10;1002;Kommune;2011;1849;25,2;9;2013;1 320,00;22 372,90;23 692,90
Mandal Fremskrittsparti;10;1002;Kommune;2011;2074;28,3;10;2013;1 320,00;25 095,40;26 415,40
Mandal Høyre;10;1002;Kommune;2011;1283;17,5;6;2013;1 320,00;15 524,30;16 844,30
Mandal KrF;10;1002;Kommune;2011;1136;15,5;5;2013;1 320,00;13 745,60;15 065,60
Miljøpartiet De Grønne Mandal;10;1002;Kommune;2011;154;2,1;1;2013;1 320,00;1 863,40;3 183,40
Mandal Senterparti;10;1002;Kommune;2011;171;2,3;1;2013;1 320,00;2 069,10;3 389,10
Mandal Sv;10;1002;Kommune;2011;218;3;1;2013;1 320,00;2 637,80;3 957,80
MANDAL VENSTRE;10;1002;Kommune;2011;414;5,7;2;2013;1 320,00;5 009,40;6 329,40
Farsund  Arbeiderparti;10;1003;Kommune;2011;667;14,2;4;2013;1 320,00;8 070,70;9 390,70
Farsund Fremskrittsparti;10;1003;Kommune;2011;1670;35,5;10;2013;1 320,00;20 207,00;21 527,00
Farsund Høyre;10;1003;Kommune;2011;1064;22,6;6;2013;1 320,00;12 874,40;14 194,40
Farsund KrF;10;1003;Kommune;2011;571;12,1;4;2013;1 320,00;6 909,10;8 229,10
Farsund Pensjonistparti;10;1003;Kommune;2011;136;2,9;1;2013;1 320,00;1 645,60;2 965,60
Farsund Senterparti;10;1003;Kommune;2011;163;3,5;1;2013;1 320,00;1 972,30;3 292,30
Farsund Sv;10;1003;Kommune;2011;194;4,1;1;2013;1 320,00;2 347,40;3 667,40
FARSUND VENSTRE;10;1003;Kommune;2011;244;5,2;2;2013;1 320,00;2 952,40;4 272,40
Flekkefjord Arb.parti;10;1004;Kommune;2011;690;15,7;6;2013;1 320,00;8 349,00;9 669,00
Flekkefjord Fremskrittsparti;10;1004;Kommune;2011;648;14,7;5;2013;1 320,00;7 840,80;9 160,80
Flekkefjord Høyre;10;1004;Kommune;2011;1182;26,9;9;2013;1 320,00;14 302,20;15 622,20
Flekkefjord KrF;10;1004;Kommune;2011;716;16,3;6;2013;1 320,00;8 663,60;9 983,60
Flekkefjord Senterparti;10;1004;Kommune;2011;331;7,5;3;2013;1 320,00;4 005,10;5 325,10
Flekkefjord Sv;10;1004;Kommune;2011;166;3,8;1;2013;1 320,00;2 008,60;3 328,60
FLEKKEFJORD VENSTRE;10;1004;Kommune;2011;661;15;5;2013;1 320,00;7 998,10;9 318,10
Vennesla  Arbeiderparti;10;1014;Kommune;2011;1662;27,4;8;2013;1 320,00;20 110,20;21 430,20
Demokratene;10;1014;Kommune;2011;34;0,6;0;2013;0,00;411,40;411,40
Vennesla Fremskrittsparti;10;1014;Kommune;2011;873;14,4;4;2013;1 320,00;10 563,30;11 883,30
Vennesla Høyre;10;1014;Kommune;2011;909;15;4;2013;1 320,00;10 998,90;12 318,90
Vennesla KrF;10;1014;Kommune;2011;1829;30,2;8;2013;1 320,00;22 130,90;23 450,90
Vennesla Pensjonistparti;10;1014;Kommune;2011;103;1,7;0;2013;0,00;1 246,30;1 246,30
Vennesla Senterparti;10;1014;Kommune;2011;417;6,9;2;2013;1 320,00;5 045,70;6 365,70
Vennesla Sv;10;1014;Kommune;2011;83;1,4;0;2013;0,00;1 004,30;1 004,30
VENNESLA VENSTRE;10;1014;Kommune;2011;153;2,5;1;2013;1 320,00;1 851,30;3 171,30
Songdalen  Arbeiderparti;10;1017;Kommune;2011;598;22,5;6;2013;1 320,00;7 235,80;8 555,80
Demokratene Songdalen;10;1017;Kommune;2011;47;1,8;0;2013;0,00;568,70;568,70
