Versjon;Kost2a;Hovedgruppering art;Art;Art(T);Avdkode;Avdeling;Resenhet;Resenhet(T);Okplinv;Okplinv(T);Ansvar;Ansvar(T);Tjområde;Tjområde(T);Tjenes2;Tjenesteområde;Selvkost;Selvkost(T);Tjeneste;Tjeneste(T);Objekt;Objekt(T);Proplan;Proplan(T);Prosjektkode;Prosjekt;Budendr;Budendr(T);Byravd;2012 (fra vedt. øk.plan);2013;2014;2015;2016
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34010;Produksjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800180;OPPGRAD/OMBYGG.VANNBEHANDL.ANL - (IB);01;Vedtatt budsjett inneværende år;BY;16 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34010;Produksjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800180;OPPGRAD/OMBYGG.VANNBEHANDL.ANL - (IB);31;Diverse endringer;BY;-16 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800510;SAMKJØRINGSLEDNINGER / RISIKOLEDNINGER - (IB);01;Vedtatt budsjett inneværende år;BY;12 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800510;SAMKJØRINGSLEDNINGER / RISIKOLEDNINGER - (IB);31;Diverse endringer;BY;-12 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800560;NYE LEDNINGER UTBYGGINGSOMRÅDE - (IB);01;Vedtatt budsjett inneværende år;BY;8 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800560;NYE LEDNINGER UTBYGGINGSOMRÅDE - (IB);31;Diverse endringer;BY;-8 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800580;INFORMASJONSSYSTEMER - (IB);01;Vedtatt budsjett inneværende år;BY;2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800580;INFORMASJONSSYSTEMER - (IB);31;Diverse endringer;BY;-2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800600;VANNMÅLERE HOS ABONNENTER - (IB);01;Vedtatt budsjett inneværende år;BY;300 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800600;VANNMÅLERE HOS ABONNENTER - (IB);31;Diverse endringer;BY;-300 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800670;BYBANEN - OMLEGG LEDNINGER - (IB);01;Vedtatt budsjett inneværende år;BY;15 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800670;BYBANEN - OMLEGG LEDNINGER - (IB);31;Diverse endringer;BY;-15 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800680;SAMARBEIDSPROSJEKT LEDNINGER - (IB);01;Vedtatt budsjett inneværende år;BY;10 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;34510;Distribusjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800680;SAMARBEIDSPROSJEKT LEDNINGER - (IB);31;Diverse endringer;BY;-10 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35010;Avløpsrensing;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900130;OPPGRADERING RENSEANLEGG - (IB);01;Vedtatt budsjett inneværende år;BY;400 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35010;Avløpsrensing;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900130;OPPGRADERING RENSEANLEGG - (IB);31;Diverse endringer;BY;-400 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35010;Avløpsrensing;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900140;BIOGASSANLEGG - (IB);01;Vedtatt budsjett inneværende år;BY;40 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35010;Avløpsrensing;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900140;BIOGASSANLEGG - (IB);31;Diverse endringer;BY;-40 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900510;INFORMASJONSSYSTEMER - (IB);01;Vedtatt budsjett inneværende år;BY;2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900510;INFORMASJONSSYSTEMER - (IB);31;Diverse endringer;BY;-2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900520;NETTMODELL - (IB);01;Vedtatt budsjett inneværende år;BY;1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900520;NETTMODELL - (IB);31;Diverse endringer;BY;-1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900560;KOMMUNALE AVLØPSOMRÅDER - (IB);01;Vedtatt budsjett inneværende år;BY;15 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900560;KOMMUNALE AVLØPSOMRÅDER - (IB);31;Diverse endringer;BY;-15 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900640;AVSKJÆRENDE AVLØPSSYSTEM - (IB);01;Vedtatt budsjett inneværende år;BY;30 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900640;AVSKJÆRENDE AVLØPSSYSTEM - (IB);31;Diverse endringer;BY;-30 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900650;NYE OVERVANNSSYSTEM - (IB);01;Vedtatt budsjett inneværende år;BY;30 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900650;NYE OVERVANNSSYSTEM - (IB);31;Diverse endringer;BY;-30 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900670;BYBANEN - OMLEGG LEDNINGER - (IB);01;Vedtatt budsjett inneværende år;BY;15 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900670;BYBANEN - OMLEGG LEDNINGER - (IB);31;Diverse endringer;BY;-15 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900680;SAMARBEIDSPROSJEKT LEDNINGER - (IB);01;Vedtatt budsjett inneværende år;BY;10 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;072030;VA prosjekt 2030;18;Vann og avløp;18A;Vann og avløp;J;Ja;35310;Avløpsnett / innsamling av avløpsvann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;900680;SAMARBEIDSPROSJEKT LEDNINGER - (IB);31;Diverse endringer;BY;-10 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700200;AKSJON SKOLEVEI;01;Vedtatt budsjett inneværende år;BY;9 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700200;AKSJON SKOLEVEI;01;Vedtatt budsjett inneværende år;BY;0,00;9 000 000,00;9 000 000,00;9 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700200;AKSJON SKOLEVEI;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700200;AKSJON SKOLEVEI;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;9 000 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700300;GANG- OG SYKKELVEIER;01;Vedtatt budsjett inneværende år;BY;1 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700300;GANG- OG SYKKELVEIER;01;Vedtatt budsjett inneværende år;BY;0,00;1 000 000,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700300;GANG- OG SYKKELVEIER;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700300;GANG- OG SYKKELVEIER;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;1 000 000,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072214;Samferdsel trafikksikringstiltak;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEILYS;Vei- og gatebelysning;712001;Økt gatebelyning i 2012;31;Diverse endringer;BY;2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072230;Asfaltlapping;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700100;DEKKEFORNYING/REINVESTERING;01;Vedtatt budsjett inneværende år;BY;6 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072230;Asfaltlapping;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700100;DEKKEFORNYING/REINVESTERING;01;Vedtatt budsjett inneværende år;BY;0,00;6 000 000,00;6 000 000,00;6 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072230;Asfaltlapping;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700100;DEKKEFORNYING/REINVESTERING;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072230;Asfaltlapping;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;VEI;Kommunale veier;700100;DEKKEFORNYING/REINVESTERING;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;6 000 000,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0720;Samferdselsetaten;EGEN;Bykassen-investeringer egenregi;072239;Samferdsel øvrig veghold;08;Samferdsel;08;Samferdsel;N;Nei;33320;Tiltak fremkommelighet kjørende;9;Ikke fysisk objekt? Dummy-verdi;XREHAVEI;Ekstraordinær rehabilitering av kommunale veier;700840;Ekstraordinære inv.midler 2013 til kom. veger og veginstallasjoner;31;Diverse endringer;BY;0,00;40 000 000,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;073030;V-prosj. felles;18;Vann og avløp;18A;Vann og avløp;J;Ja;34010;Produksjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800150;DAM SVARTAVATNET -  (IB);01;Vedtatt budsjett inneværende år;BY;0,00;20 000 000,00;12 000 000,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023000;INV Nybygg/rehab. anlegg;5;Byrådsavd. for byutvikling, klima og miljø;0750;Vann- og avløpsetaten;EGEN;Bykassen-investeringer egenregi;073030;V-prosj. felles;18;Vann og avløp;18A;Vann og avløp;J;Ja;34010;Produksjon av vann;9;Ikke fysisk objekt? Dummy-verdi;VA;Vann- og avløp;800150;DAM SVARTAVATNET -  (IB);22;INV-Kostnadsendring investering;BY;-20 000 000,00;0,00;0,00;0,00;0,00
