partinamn;fylkesnr;kummunenr;partitype;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Re Senterparti;7;716;Kommuneparti;1660;38,2;9;2014;1 306,00;19 886,80;21 192,80
Re Sv;7;716;Kommuneparti;135;3,1;1;2014;1 306,00;1 617,30;2 923,30
Re Venstre;7;716;Kommuneparti;156;3,6;1;2014;1 306,00;1 868,88;3 174,88
Andebu Arbeiderparti;7;719;Kommuneparti;710;28;7;2014;1 306,00;8 505,80;9 811,80
ANDEBU FRP;7;719;Kommuneparti;356;14;4;2014;1 306,00;4 264,88;5 570,88
ANDEBU HØYRE;7;719;Kommuneparti;600;23,7;6;2014;1 306,00;7 188,00;8 494,00
Andebu KrF;7;719;Kommuneparti;169;6,7;2;2014;1 306,00;2 024,62;3 330,62
Andebu Senterparti;7;719;Kommuneparti;439;17,3;4;2014;1 306,00;5 259,22;6 565,22
Andebu Sv;7;719;Kommuneparti;68;2,7;0;2014;0,00;814,64;814,64
ANDEBU VENSTRE;7;719;Kommuneparti;192;7,6;2;2014;1 306,00;2 300,16;3 606,16
Stokke Arbeiderparti;7;720;Kommuneparti;1982;36,2;11;2014;1 306,00;23 744,36;25 050,36
Stokke Fremskrittsparti;7;720;Kommuneparti;486;8,9;3;2014;1 306,00;5 822,28;7 128,28
STOKKE HØYRE;7;720;Kommuneparti;1961;35,9;10;2014;1 306,00;23 492,78;24 798,78
Stokke KrF;7;720;Kommuneparti;372;6,8;2;2014;1 306,00;4 456,56;5 762,56
Stokke Senterparti;7;720;Kommuneparti;241;4,4;1;2014;1 306,00;2 887,18;4 193,18
Stokke Sv;7;720;Kommuneparti;191;3,5;1;2014;1 306,00;2 288,18;3 594,18
STOKKE VENSTRE;7;720;Kommuneparti;237;4,3;1;2014;1 306,00;2 839,26;4 145,26
NØTTERØY ARBEIDERPARTI;7;722;Kommuneparti;3051;28,1;12;2014;1 306,00;36 550,98;37 856,98
NØTTERØY FRP;7;722;Kommuneparti;1243;11,4;5;2014;1 306,00;14 891,14;16 197,14
NØTTERØY HØYRE;7;722;Kommuneparti;4319;39,7;16;2014;1 306,00;51 741,62;53 047,62
NØTTERØY KRISTELIG FOLKEPARTI;7;722;Kommuneparti;508;4,7;2;2014;1 306,00;6 085,84;7 391,84
Felleslista RV/SV;7;722;Kommuneparti;842;7,7;3;2014;1 306,00;10 087,16;11 393,16
Nøtterøy Senterparti;7;722;Kommuneparti;98;0,9;0;2014;0,00;1 174,04;1 174,04
Nøtterøy Venstre;7;722;Kommuneparti;599;5,5;2;2014;1 306,00;7 176,02;8 482,02
Tjøme Arbeiderparti;7;723;Kommuneparti;831;31,8;6;2014;1 306,00;9 955,38;11 261,38
TJØME FRP;7;723;Kommuneparti;513;19,6;4;2014;1 306,00;6 145,74;7 451,74
Tjøme Høyre;7;723;Kommuneparti;748;28,6;6;2014;1 306,00;8 961,04;10 267,04
Tjøme KrF;7;723;Kommuneparti;80;3,1;0;2014;0,00;958,40;958,40
Rødt Tjøme;7;723;Kommuneparti;62;2,4;0;2014;0,00;742,76;742,76
Tjøme Senterparti;7;723;Kommuneparti;31;1,2;0;2014;0,00;371,38;371,38
TJØME VENSTRE;7;723;Kommuneparti;218;8,3;2;2014;1 306,00;2 611,64;3 917,64
Lardal Arbeiderparti;7;728;Kommuneparti;440;33,4;5;2014;1 306,00;5 271,20;6 577,20
LARDAL FRP;7;728;Kommuneparti;120;9,1;2;2014;1 306,00;1 437,60;2 743,60
Lardal Høyre;7;728;Kommuneparti;302;22,9;4;2014;1 306,00;3 617,96;4 923,96
Lardal KrF;7;728;Kommuneparti;84;6,4;1;2014;1 306,00;1 006,32;2 312,32
Lardal Senterparti;7;728;Kommuneparti;285;21,6;4;2014;1 306,00;3 414,30;4 720,30
Lardal Sv;7;728;Kommuneparti;31;2,4;0;2014;0,00;371,38;371,38
Lardal Venstre;7;728;Kommuneparti;57;4,3;1;2014;1 306,00;682,86;1 988,86
TELEMARK ARBEIDERPARTI;8;800;Fylkesparti;29050;37,8;16;2014;47 639,00;808 461,50;856 100,50
AUF i Telemark;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;255 349,50;255 349,50
TELEMARK FRP;8;800;Fylkesparti;9485;12,4;5;2014;47 639,00;263 967,55;311 606,55
TELEMARK FREMSKRITTSPARTIETS UNGDOM;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;83 373,15;83 373,15
HØYRES FYLKESORGANISASJON TELEMARK;8;800;Fylkesparti;17105;22,3;10;2014;47 639,00;476 032,15;523 671,15
Telemark Unge Høyre;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;150 352,95;150 352,95
TELEMARK KRISTELIG FOLKEPARTI;8;800;Fylkesparti;5481;7,1;3;2014;47 639,00;152 536,23;200 175,23
Telemark Kristelig Folkepartis Ungdom;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;48 177,99;48 177,99
Telemark Kristent Samlingsparti;8;800;Fylkesparti;273;0;0;2014;0,00;7 597,59;7 597,59
Miljøpartiet De Grønne Telemark fylke;8;800;Fylkesparti;818;1,1;0;2014;0,00;22 764,94;22 764,94
RØDT TELEMARK;8;800;Fylkesparti;1253;1,6;0;2014;0,00;34 870,99;34 870,99
Telemark Rød Ungdom;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;11 013,87;11 013,87
Telemark Senterparti;8;800;Fylkesparti;5966;7,8;3;2014;47 639,00;166 033,78;213 672,78
Telemark Senterungdom;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;52 441,14;52 441,14
TELEMARK SV;8;800;Fylkesparti;3124;4,1;2;2014;47 639,00;86 940,92;134 579,92
Telemark SU;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;27 459,96;27 459,96
Telemark Venstre;8;800;Fylkesparti;3375;4,4;2;2014;47 639,00;93 926,25;141 565,25
TELEMARK UNGE VENSTRE;8;800;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;29 666,25;29 666,25
Porsgrunn Arbeiderparti;8;805;Kommuneparti;5747;33,2;16;2014;1 306,00;68 849,06;70 155,06
PORSGRUNN FRP;8;805;Kommuneparti;1814;10,5;5;2014;1 306,00;21 731,72;23 037,72
Porsgrunn Høyre;8;805;Kommuneparti;3317;19,2;10;2014;1 306,00;39 737,66;41 043,66
Porsgrunn KrF;8;805;Kommuneparti;839;4,9;2;2014;1 306,00;10 051,22;11 357,22
MILJØPARTIET DE GRØNNE PORSGRUNN;8;805;Kommuneparti;317;1,8;1;2014;1 306,00;3 797,66;5 103,66
RØDT PORSGRUNN;8;805;Kommuneparti;389;2,3;1;2014;1 306,00;4 660,22;5 966,22
Porsgrunn Senterparti;8;805;Kommuneparti;168;1;0;2014;0,00;2 012,64;2 012,64
PORSGRUNN SOSIALISTISK VENSTREPARTI;8;805;Kommuneparti;635;3,7;2;2014;1 306,00;7 607,30;8 913,30
Porsgrunn Venstre;8;805;Kommuneparti;965;5,6;3;2014;1 306,00;11 560,70;12 866,70
Skien Arbeiderparti;8;806;Kommuneparti;8938;37,4;21;2014;1 306,00;107 077,24;108 383,24
SKIEN FRP;8;806;Kommuneparti;3077;12,9;7;2014;1 306,00;36 862,46;38 168,46
Skien Høyre;8;806;Kommuneparti;6377;26,7;15;2014;1 306,00;76 396,46;77 702,46
SKIEN KRISTELIG FOLKEPARTI;8;806;Kommuneparti;1834;7,7;4;2014;1 306,00;21 971,32;23 277,32
Miljøpartiet De Grønne Skien;8;806;Kommuneparti;201;0,8;0;2014;0,00;2 407,98;2 407,98
Rødt Skien;8;806;Kommuneparti;294;1,2;1;2014;1 306,00;3 522,12;4 828,12
Skien Senterparti;8;806;Kommuneparti;591;2,5;1;2014;1 306,00;7 080,18;8 386,18
SKIEN SOSIALISTISK VENSTREPARTI;8;806;Kommuneparti;1104;4,6;3;2014;1 306,00;13 225,92;14 531,92
SKIEN VENSTRE;8;806;Kommuneparti;1225;5,1;3;2014;1 306,00;14 675,50;15 981,50
Notodden Arbeidarparti;8;807;Kommuneparti;1874;32,4;13;2014;1 306,00;22 450,52;23 756,52
Notodden Framstegsparti;8;807;Kommuneparti;588;10,2;4;2014;1 306,00;7 044,24;8 350,24
NOTODDEN HØYRE;8;807;Kommuneparti;1059;18,3;8;2014;1 306,00;12 686,82;13 992,82
Notodden KrF;8;807;Kommuneparti;625;10,8;5;2014;1 306,00;7 487,50;8 793,50
Solidaritetslista;8;807;Kommuneparti;691;12;5;2014;1 306,00;8 278,18;9 584,18
Notodden Senterparti;8;807;Kommuneparti;340;5,9;2;2014;1 306,00;4 073,20;5 379,20
Notodden Venstre;8;807;Kommuneparti;533;9,2;4;2014;1 306,00;6 385,34;7 691,34
SILJAN ARBEIDERPARTI;8;811;Kommuneparti;667;59,4;10;2014;1 306,00;7 990,66;9 296,66
Siljan Senterparti;8;811;Kommuneparti;103;9,2;2;2014;1 306,00;1 233,94;2 539,94
Siljan Sv;8;811;Kommuneparti;67;6;1;2014;1 306,00;802,66;2 108,66
Bamble Arbeiderparti;8;814;Kommuneparti;2413;36;12;2014;1 306,00;28 907,74;30 213,74
BAMBLE FRP;8;814;Kommuneparti;2171;32,3;11;2014;1 306,00;26 008,58;27 314,58
Bamble Høyre;8;814;Kommuneparti;945;14,1;5;2014;1 306,00;11 321,10;12 627,10
Bamble KrF;8;814;Kommuneparti;459;6,8;2;2014;1 306,00;5 498,82;6 804,82
Rødt Bamble;8;814;Kommuneparti;221;3,3;1;2014;1 306,00;2 647,58;3 953,58
Bamble Senterparti;8;814;Kommuneparti;274;4,1;1;2014;1 306,00;3 282,52;4 588,52
Bamble Venstre;8;814;Kommuneparti;229;3,4;1;2014;1 306,00;2 743,42;4 049,42
Kragerø Arbeiderparti;8;815;Kommuneparti;1848;34;12;2014;1 306,00;22 139,04;23 445,04
KRAGERØ FRP;8;815;Kommuneparti;552;10,1;4;2014;1 306,00;6 612,96;7 918,96
Kragerø Høyre;8;815;Kommuneparti;1636;30,1;10;2014;1 306,00;19 599,28;20 905,28
Kragerø KrF;8;815;Kommuneparti;356;6,5;2;2014;1 306,00;4 264,88;5 570,88
Rødt Kragerø;8;815;Kommuneparti;397;7,3;3;2014;1 306,00;4 756,06;6 062,06
Kragerø Senterparti;8;815;Kommuneparti;140;2,6;1;2014;1 306,00;1 677,20;2 983,20
Kragerø Sv;8;815;Kommuneparti;220;4;1;2014;1 306,00;2 635,60;3 941,60
KRAGERØ VENSTRE;8;815;Kommuneparti;294;5,4;2;2014;1 306,00;3 522,12;4 828,12
Drangedal Arbeidarparti;8;817;Kommuneparti;998;47,7;10;2014;1 306,00;11 956,04;13 262,04
DRANGEDAL FRP;8;817;Kommuneparti;157;7,5;2;2014;1 306,00;1 880,86;3 186,86
Drangedal Høyre;8;817;Kommuneparti;248;11,8;2;2014;1 306,00;2 971,04;4 277,04
Drangedal KrF;8;817;Kommuneparti;161;7,7;2;2014;1 306,00;1 928,78;3 234,78
Drangedal Sv;8;817;Kommuneparti;87;4,2;1;2014;1 306,00;1 042,26;2 348,26
Drangedal Venstre;8;817;Kommuneparti;194;9,3;2;2014;1 306,00;2 324,12;3 630,12
NOME ARBEIDERPARTI;8;819;Kommuneparti;1350;41;12;2014;1 306,00;16 173,00;17 479,00
NOME FRP;8;819;Kommuneparti;392;11,9;3;2014;1 306,00;4 696,16;6 002,16
Nome Høyre;8;819;Kommuneparti;485;14,7;4;2014;1 306,00;5 810,30;7 116,30
Nome KrF;8;819;Kommuneparti;177;5,4;2;2014;1 306,00;2 120,46;3 426,46
Nome Senterparti;8;819;Kommuneparti;670;20,4;6;2014;1 306,00;8 026,60;9 332,60
Nome Sv;8;819;Kommuneparti;101;3,1;1;2014;1 306,00;1 209,98;2 515,98
Nome Venstre;8;819;Kommuneparti;116;3,5;1;2014;1 306,00;1 389,68;2 695,68
BØ ARBEIDERPARTI;8;821;Kommuneparti;530;19,2;5;2014;1 306,00;6 349,40;7 655,40
BØ I TELEMARK FRP;8;821;Kommuneparti;224;8,1;2;2014;1 306,00;2 683,52;3 989,52
Bø Høgre;8;821;Kommuneparti;329;11,9;3;2014;1 306,00;3 941,42;5 247,42
Bø KrF;8;821;Kommuneparti;269;9,7;2;2014;1 306,00;3 222,62;4 528,62
Bø Senterparti;8;821;Kommuneparti;222;8;2;2014;1 306,00;2 659,56;3 965,56
Bø Sv;8;821;Kommuneparti;168;6,1;2;2014;1 306,00;2 012,64;3 318,64
Bø Venstre;8;821;Kommuneparti;1023;37;9;2014;1 306,00;12 255,54;13 561,54
Sauherad Arbeidarparti;8;822;Kommuneparti;598;29,1;8;2014;1 306,00;7 164,04;8 470,04
SAUHERAD FRP;8;822;Kommuneparti;206;10;3;2014;1 306,00;2 467,88;3 773,88
Sauherad Høgre;8;822;Kommuneparti;287;14;4;2014;1 306,00;3 438,26;4 744,26
Sauherad KrF;8;822;Kommuneparti;445;21,7;6;2014;1 306,00;5 331,10;6 637,10
Sauherad Senterparti;8;822;Kommuneparti;320;15,6;5;2014;1 306,00;3 833,60;5 139,60
Sauherad Sv;8;822;Kommuneparti;95;4,6;1;2014;1 306,00;1 138,10;2 444,10
Sauherad Venstre;8;822;Kommuneparti;104;5,1;2;2014;1 306,00;1 245,92;2 551,92
Tinn Arbeidarparti;8;826;Kommuneparti;1151;38,3;11;2014;1 306,00;13 788,98;15 094,98
TINN FRP;8;826;Kommuneparti;252;8,4;2;2014;1 306,00;3 018,96;4 324,96
TINN HØYRE;8;826;Kommuneparti;824;27,4;8;2014;1 306,00;9 871,52;11 177,52
Tinn KrF;8;826;Kommuneparti;80;2,7;1;2014;1 306,00;958,40;2 264,40
Tinn Senterparti;8;826;Kommuneparti;320;10,7;3;2014;1 306,00;3 833,60;5 139,60
Tinn Sv;8;826;Kommuneparti;199;6,6;2;2014;1 306,00;2 384,02;3 690,02
Tinn Venstre;8;826;Kommuneparti;178;5,9;2;2014;1 306,00;2 132,44;3 438,44
HJARTDAL ARBEIDERPARTI;8;827;Kommuneparti;601;66,2;11;2014;1 306,00;7 199,98;8 505,98
Hjartdal KrF;8;827;Kommuneparti;130;14,3;2;2014;1 306,00;1 557,40;2 863,40
Hjartdal Senterparti;8;827;Kommuneparti;177;19,5;4;2014;1 306,00;2 120,46;3 426,46
Seljord Arbeidarparti;8;828;Kommuneparti;304;20,7;4;2014;1 306,00;3 641,92;4 947,92
SELJORD FRP;8;828;Kommuneparti;128;8,7;2;2014;1 306,00;1 533,44;2 839,44
Seljord Høgre;8;828;Kommuneparti;562;38,3;8;2014;1 306,00;6 732,76;8 038,76
Seljord KrF;8;828;Kommuneparti;176;12;3;2014;1 306,00;2 108,48;3 414,48
Seljord Senterparti;8;828;Kommuneparti;145;9,9;2;2014;1 306,00;1 737,10;3 043,10
Seljord Sv;8;828;Kommuneparti;70;4,8;1;2014;1 306,00;838,60;2 144,60
Seljord Venstre;8;828;Kommuneparti;83;5,7;1;2014;1 306,00;994,34;2 300,34
Kviteseid Arbeidarparti;8;829;Kommuneparti;413;34,3;7;2014;1 306,00;4 947,74;6 253,74
Kviteseid Høgre;8;829;Kommuneparti;159;13,2;3;2014;1 306,00;1 904,82;3 210,82
Kviteseid KrF;8;829;Kommuneparti;147;12,2;2;2014;1 306,00;1 761,06;3 067,06
Kviteseid Senterparti;8;829;Kommuneparti;396;32,9;7;2014;1 306,00;4 744,08;6 050,08
KVITESEID VENSTRELAG;8;829;Kommuneparti;90;7,5;2;2014;1 306,00;1 078,20;2 384,20
NISSEDAL ARBEIDERPARTI;8;830;Kommuneparti;263;30,5;5;2014;1 306,00;3 150,74;4 456,74
Nissedal Framstegsparti;8;830;Kommuneparti;95;11;2;2014;1 306,00;1 138,10;2 444,10
Nissedal KrF;8;830;Kommuneparti;175;20,3;3;2014;1 306,00;2 096,50;3 402,50
Nissedal Senterparti;8;830;Kommuneparti;243;28,2;5;2014;1 306,00;2 911,14;4 217,14
FYRESDAL ARBEIDERPARTI;8;831;Kommuneparti;418;57,9;7;2014;1 306,00;5 007,64;6 313,64
Fyresdal Senterparti;8;831;Kommuneparti;170;23,5;3;2014;1 306,00;2 036,60;3 342,60
Tokke Arbeidarparti;8;833;Kommuneparti;602;45,7;10;2014;1 306,00;7 211,96;8 517,96
TOKKE FRP;8;833;Kommuneparti;56;4,3;1;2014;1 306,00;670,88;1 976,88
Tokke Høgre;8;833;Kommuneparti;185;14,1;3;2014;1 306,00;2 216,30;3 522,30
Tokke KrF;8;833;Kommuneparti;68;5,2;1;2014;1 306,00;814,64;2 120,64
Tokke Senterparti;8;833;Kommuneparti;405;30,8;6;2014;1 306,00;4 851,90;6 157,90
Vinje Arbeidarparti;8;834;Kommuneparti;465;25,3;7;2014;1 306,00;5 570,70;6 876,70
VINJE FRP;8;834;Kommuneparti;149;8,1;2;2014;1 306,00;1 785,02;3 091,02
Vinje Høgre;8;834;Kommuneparti;231;12,5;3;2014;1 306,00;2 767,38;4 073,38
Vinje KrF;8;834;Kommuneparti;99;5,4;1;2014;1 306,00;1 186,02;2 492,02
Vinje Senterparti;8;834;Kommuneparti;388;21,1;5;2014;1 306,00;4 648,24;5 954,24
Vinje Sv;8;834;Kommuneparti;445;24,2;6;2014;1 306,00;5 331,10;6 637,10
Vinje Venstre;8;834;Kommuneparti;64;3,5;1;2014;1 306,00;766,72;2 072,72
AUST-AGDER ARBEIDERPARTI;9;900;Fylkesparti;13071;26,8;10;2014;47 639,00;363 765,93;411 404,93
AUF i Aust-Agder;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;114 894,09;114 894,09
Demokratene i Norge Aust-Agder;9;900;Fylkesparti;145;0,3;0;2014;0,00;4 035,35;4 035,35
AUST AGDER FRP;9;900;Fylkesparti;6672;13,7;5;2014;47 639,00;185 681,76;233 320,76
AUST AGDER FREMSKRITTSPARTIS;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;58 646,88;58 646,88
Aust-Agder Høyre;9;900;Fylkesparti;12818;26,3;10;2014;47 639,00;356 724,94;404 363,94
Aust-Agder Unge Høyre;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;112 670,22;112 670,22
AUST-AGDER KRISTELIG FOLKEPARTI;9;900;Fylkesparti;5859;12;4;2014;47 639,00;163 055,97;210 694,97
Aust-Agder Kristelig Folkepartis Ungdom;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;51 500,61;51 500,61
MILJØPARTIET DE GRØNNE AUST AGDER;9;900;Fylkesparti;329;0,7;0;2014;0,00;9 156,07;9 156,07
Pensjonistpartiet Aust-Agder;9;900;Fylkesparti;1147;2,4;1;2014;47 639,00;31 921,01;79 560,01
Rødt Aust-Agder;9;900;Fylkesparti;586;1,2;0;2014;0,00;16 308,38;16 308,38
Aust-Agder Rød Ungdom;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;5 150,94;5 150,94
AUST-AGDER SENTERPARTI;9;900;Fylkesparti;3011;6,2;2;2014;47 639,00;83 796,13;131 435,13
Aust-Agder Senterungdom;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;26 466,69;26 466,69
SOSIALISTISK VENSTREPARTI AUST AGDE;9;900;Fylkesparti;1926;4;1;2014;47 639,00;53 600,58;101 239,58
Aust Agder SU;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;16 929,54;16 929,54
Aust-Agder Venstre;9;900;Fylkesparti;3075;6,3;2;2014;47 639,00;85 577,25;133 216,25
AUST-AGDER UNGE VENSTRE;9;900;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;27 029,25;27 029,25
RISØR ARBEIDERPARTI;9;901;Kommuneparti;1326;37,3;11;2014;1 306,00;15 885,48;17 191,48
RISØR FRP;9;901;Kommuneparti;257;7,2;2;2014;1 306,00;3 078,86;4 384,86
Risør Høyre;9;901;Kommuneparti;681;19,1;5;2014;1 306,00;8 158,38;9 464,38
Risør KrF;9;901;Kommuneparti;243;6,8;2;2014;1 306,00;2 911,14;4 217,14
Rødt Risør;9;901;Kommuneparti;439;12,3;4;2014;1 306,00;5 259,22;6 565,22
Risør Senterparti;9;901;Kommuneparti;92;2,6;1;2014;1 306,00;1 102,16;2 408,16
RISØR VENSTRE;9;901;Kommuneparti;477;13,4;4;2014;1 306,00;5 714,46;7 020,46
GRIMSTAD ARBEIDERPARTI;9;904;Kommuneparti;2480;24,8;9;2014;1 306,00;29 710,40;31 016,40
GRIMSTAD FRP;9;904;Kommuneparti;1838;18,4;6;2014;1 306,00;22 019,24;23 325,24
Grimstad Høyre;9;904;Kommuneparti;1376;13,8;5;2014;1 306,00;16 484,48;17 790,48
Grimstad KrF;9;904;Kommuneparti;1418;14,2;5;2014;1 306,00;16 987,64;18 293,64
GRIMSTAD SENTERPARTI;9;904;Kommuneparti;442;4,4;2;2014;1 306,00;5 295,16;6 601,16
Arendal Sv;9;904;Kommuneparti;287;2,9;1;2014;1 306,00;3 438,26;4 744,26
Grimstad Venstre;9;904;Kommuneparti;1999;20;7;2014;1 306,00;23 948,02;25 254,02
ARENDAL ARBEIDERPARTI;9;906;Kommuneparti;4687;23,6;9;2014;1 306,00;56 150,26;57 456,26
ARENDAL FREMSKRITTSPARTI;9;906;Kommuneparti;2948;14,8;6;2014;1 306,00;35 317,04;36 623,04
Arendal Høyre;9;906;Kommuneparti;6192;31,1;12;2014;1 306,00;74 180,16;75 486,16
Arendal KrF;9;906;Kommuneparti;1498;7,5;3;2014;1 306,00;17 946,04;19 252,04
ARENDAL PENSJONISTPARTI;9;906;Kommuneparti;1169;5,9;2;2014;1 306,00;14 004,62;15 310,62
Arendal Senterparti;9;906;Kommuneparti;598;3;1;2014;1 306,00;7 164,04;8 470,04
Grimstad Sv;9;906;Kommuneparti;1303;6,6;3;2014;1 306,00;15 609,94;16 915,94
Arendal Venstre;9;906;Kommuneparti;1360;6,8;3;2014;1 306,00;16 292,80;17 598,80
Gjerstad Arbeidarparti;9;911;Kommuneparti;393;30,1;6;2014;1 306,00;4 708,14;6 014,14
GJERSTAD FRP;9;911;Kommuneparti;103;7,9;2;2014;1 306,00;1 233,94;2 539,94
GJERSTAD HØYREFORENING;9;911;Kommuneparti;371;28,4;6;2014;1 306,00;4 444,58;5 750,58
Gjerstad KrF;9;911;Kommuneparti;73;5,6;1;2014;1 306,00;874,54;2 180,54
Gjerstad Senterparti;9;911;Kommuneparti;305;23,3;5;2014;1 306,00;3 653,90;4 959,90
Gjerstad Venstre;9;911;Kommuneparti;62;4,7;1;2014;1 306,00;742,76;2 048,76
Vegårshei Arbeiderparti;9;912;Kommuneparti;331;28,9;6;2014;1 306,00;3 965,38;5 271,38
VEGÅRDSHEI FRP;9;912;Kommuneparti;76;6,6;1;2014;1 306,00;910,48;2 216,48
Vegårshei Høyre;9;912;Kommuneparti;262;22,9;5;2014;1 306,00;3 138,76;4 444,76
Vegårshei KrF;9;912;Kommuneparti;241;21,1;5;2014;1 306,00;2 887,18;4 193,18
Vegårshei Senterparti;9;912;Kommuneparti;200;17,5;4;2014;1 306,00;2 396,00;3 702,00
Vegårshei Venstre;9;912;Kommuneparti;34;3;0;2014;0,00;407,32;407,32
Tvedestrand Arbeiderparti;9;914;Kommuneparti;748;24,6;6;2014;1 306,00;8 961,04;10 267,04
Tvedestrand Fremskrittsparti;9;914;Kommuneparti;145;4,8;1;2014;1 306,00;1 737,10;3 043,10
Tvedestrand Høyre;9;914;Kommuneparti;468;15,4;4;2014;1 306,00;5 606,64;6 912,64
Tvedestrand KrF;9;914;Kommuneparti;277;9,1;2;2014;1 306,00;3 318,46;4 624,46
Tvedestrand Senterparti;9;914;Kommuneparti;322;10,6;3;2014;1 306,00;3 857,56;5 163,56
Tvedestrand Venstre;9;914;Kommuneparti;160;5,3;1;2014;1 306,00;1 916,80;3 222,80
Froland Arbeiderparti;9;919;Kommuneparti;457;19,2;4;2014;1 306,00;5 474,86;6 780,86
FREMSKRITTSPARTIET FROLAND;9;919;Kommuneparti;339;14,2;3;2014;1 306,00;4 061,22;5 367,22
Froland Høyre;9;919;Kommuneparti;205;8,6;2;2014;1 306,00;2 455,90;3 761,90
Froland KrF;9;919;Kommuneparti;575;24,1;4;2014;1 306,00;6 888,50;8 194,50
Froland Senterparti;9;919;Kommuneparti;731;30,6;6;2014;1 306,00;8 757,38;10 063,38
Froland Venstre;9;919;Kommuneparti;78;3,3;0;2014;0,00;934,44;934,44
Lillesand Arbeiderparti;9;926;Kommuneparti;817;16,6;5;2014;1 306,00;9 787,66;11 093,66
LILLESAND FRP;9;926;Kommuneparti;369;7,5;2;2014;1 306,00;4 420,62;5 726,62
Lillesand Høyre;9;926;Kommuneparti;2342;47,6;13;2014;1 306,00;28 057,16;29 363,16
Lillesand KrF;9;926;Kommuneparti;439;8,9;2;2014;1 306,00;5 259,22;6 565,22
Lillesand Senterparti;9;926;Kommuneparti;135;2,7;1;2014;1 306,00;1 617,30;2 923,30
Lillesand Sv;9;926;Kommuneparti;194;3,9;1;2014;1 306,00;2 324,12;3 630,12
Lillesand Venstre;9;926;Kommuneparti;388;7,9;2;2014;1 306,00;4 648,24;5 954,24
Birkenes Arbeiderparti;9;928;Kommuneparti;388;17,6;4;2014;1 306,00;4 648,24;5 954,24
Birkenes Fremskrittsparti;9;928;Kommuneparti;194;8,8;2;2014;1 306,00;2 324,12;3 630,12
Birkenes Høyre;9;928;Kommuneparti;853;38,6;8;2014;1 306,00;10 218,94;11 524,94
Birkenes KrF;9;928;Kommuneparti;418;18,9;4;2014;1 306,00;5 007,64;6 313,64
Birkenes Senterparti;9;928;Kommuneparti;229;10,4;2;2014;1 306,00;2 743,42;4 049,42
Birkenes Sv;9;928;Kommuneparti;70;3,2;1;2014;1 306,00;838,60;2 144,60
Birkenes Venstre;9;928;Kommuneparti;55;2,5;0;2014;0,00;658,90;658,90
ÅMLI ARBEIDERPARTI;9;929;Kommuneparti;329;33;6;2014;1 306,00;3 941,42;5 247,42
ÅMLI FRP;9;929;Kommuneparti;87;8,7;1;2014;1 306,00;1 042,26;2 348,26
ÅMLI HØYRE;9;929;Kommuneparti;186;18,7;3;2014;1 306,00;2 228,28;3 534,28
Åmli KrF;9;929;Kommuneparti;149;14,9;3;2014;1 306,00;1 785,02;3 091,02
Åmli Senterparti;9;929;Kommuneparti;246;24,7;4;2014;1 306,00;2 947,08;4 253,08
Iveland Arbeiderparti;9;935;Kommuneparti;110;16,1;3;2014;1 306,00;1 317,80;2 623,80
IVELAND FRP;9;935;Kommuneparti;64;9,3;2;2014;1 306,00;766,72;2 072,72
Iveland Høyre;9;935;Kommuneparti;86;12,6;2;2014;1 306,00;1 030,28;2 336,28
Iveland KrF;9;935;Kommuneparti;113;16,5;3;2014;1 306,00;1 353,74;2 659,74
Iveland Senterparti;9;935;Kommuneparti;230;33,6;5;2014;1 306,00;2 755,40;4 061,40
Iveland Venstre;9;935;Kommuneparti;82;12;2;2014;1 306,00;982,36;2 288,36
Evje/Hornes Arbeiderparti.;9;937;Kommuneparti;445;27,1;6;2014;1 306,00;5 331,10;6 637,10
EVJE OG HORNES FRP;9;937;Kommuneparti;101;6,1;1;2014;1 306,00;1 209,98;2 515,98
Evje og Hornnes Høyre;9;937;Kommuneparti;282;17,2;4;2014;1 306,00;3 378,36;4 684,36
EVJE OG HORNES KRISTELIG FOLKEPARTI;9;937;Kommuneparti;554;33,7;7;2014;1 306,00;6 636,92;7 942,92
Evje og Hornnes Senterparti;9;937;Kommuneparti;148;9;2;2014;1 306,00;1 773,04;3 079,04
BYGLAND ARBEIDERPARTI;9;938;Kommuneparti;138;20;3;2014;1 306,00;1 653,24;2 959,24
Fellesliste for Høgre og Venstre;9;938;Kommuneparti;117;16,9;3;2014;1 306,00;1 401,66;2 707,66
